"KEY","ATOM_NAME","DESCRIPTION","UPDATED_AT","REFERENCE","TEXT","ID",
"ceiling","Ceiling","",2019-05-02 11:19:00.000000000,"NZBC-C/AS3","ceiling",1,
"visionPanel","Vision Panel","Glazed panel in a fire door",2019-05-02 11:02:00.000000000,"NZBC-C/AS3","vision panel",2,
"opening","Opening","",2019-05-02 11:02:00.000000000,"NZBC-C/AS3","opening",3,
"ramp","Ramp","A sloping surface joining two different levels",2019-05-02 10:33:00.000000000,"NZBC-D1","ramp",4,
"nzbc-c1-6","NZBC-C1-6","NZBC Clauses C1-C6 Protection from Fire",2019-04-25 08:20:00.000000000,"NZBC","nzbc-c 1-6",5,
"verticalTravelWidth","Vertical travel width","Width of vertical travel for an escape route",2019-04-20 22:22:00.000000000,"NZBC-C/AS4","vertical travel width",6,
"horizontalTravelWidth","Horizontal travel width","Width of horizontal travel for an escape route",2019-04-20 22:22:00.000000000,"NZBC-C/AS4","horizontal travel width",7,
"opensWithin","opensWithin","",2019-04-20 21:11:00.000000000,"NZBC-C/AS4","opens within",8,
"providesAccessTo","provides access to","",2019-04-20 21:10:00.000000000,"NZBC-C/AS4","provides access to",9,
"smokeDetector","smokeDetector","Indication whether the space has smoke detector (TRUE) or not (FALSE).",2019-04-19 18:39:00.000000000,"NZBC-C/AS4","smoke detector",10,
"directFSConnection","Direct connection to fire service","a property of a firecell, whether a direct connection to fire service is required (TRUE) or not (FALSE).",2019-04-19 16:12:00.000000000,"NZBC-C/AS4","direct fsconnection",11,
"heatDetectorAutomatic","heatDetectorAutomatic","Indication whether the space has automatic heat detector (TRUE) or not (FALSE).",2019-04-19 16:11:00.000000000,"NZBC-C/AS4","heat detector automatic",12,
"smokeDetectorAutomatic","smokeDetectorAutomatic","Indication whether the space has automatic smoke detector (TRUE) or not (FALSE).",2019-04-19 16:11:00.000000000,"NZBC-C/AS4","smoke detector automatic",13,
"sprinklerProtection","sprinklerProtection","Indication whether the space is sprinkler protected (TRUE) or not (FALSE).",2019-04-19 15:47:00.000000000,"NZBC-C/AS4","sprinkler protection",14,
"fireSafetyInstallation","Fire safety system installation","",2019-04-17 17:52:00.000000000,"NZBC-C/AS4","fire safety installation",15,
"challengingEnvSmoke","Challenging environment for smoke detection","A property of a building which suggests if the environment of the building is challenging for smoke detection. The value can be true or false.",2019-04-17 15:47:00.000000000,"NZBC-C/AS4","challenging env smoke",16,
"fireSafetySystem","fire safety system","Active fire safety systems",2019-04-17 09:46:00.000000000,"NZBC-C/AS4","fire safety system",17,
"top","total open path","",2019-04-17 09:46:00.000000000,"NZBC-C/AS4","top",18,
"deop","dead end open path","That part of an escape route where",2019-04-17 09:46:00.000000000,"NZBC-C/AS4","deop",19,
"sleepingArea","Sleeping area","",2019-04-16 18:12:00.000000000,"NZBC-C/AS4","sleeping area",20,
"heightFSAP","height FSAP","A property of a building or firecell - height from the Fire Service attendance point to any floor",2019-04-16 16:18:00.000000000,"NZBC-C/AS4","height fsap",21,
"hoseRunDistance","Hose run distance","It is the property of a building, where the distance is from the point of Fire Service vehicular access to any point on any floor of the building",2019-04-16 14:01:00.000000000,"NZBC-C/AS4","hose run distance",22,
"escapeRouteLoad","Escape route load","A property of an escape route which states the number of people served by the escape route",2019-04-16 12:48:00.000000000,"NZBC-C/AS4","escape route load",23,
"phoneForEmergency","Phone for emergency","A property of a firecell, which states whether a phone is available at firecell for emergency calls. The atom may have value - yes, no, all time",2019-04-16 12:09:00.000000000,"NZBC-C/AS4","phone for emergency",24,
"areaLimitation","Area limitation","A property of a building space or area, stating any limitations imposed on it.",2019-04-16 10:30:00.000000000,"NZBC-C/AS4","area limitation",25,
"requireSubdivision","requireSubdivision","A property of a building space or area, whether it requires subdivision or not. The values for this property is - True or False.",2019-04-16 10:28:00.000000000,"NZBC-C/AS4","require subdivision",26,
"floorArea","Floor area","",2019-04-16 10:17:00.000000000,"NZBC-C/AS4","floor area",27,
"limitedProcessingArea","limited processing area","",2019-04-15 18:21:00.000000000,"NZBC-C/AS4","limited processing area",28,
"temperatureControlled","temperature controlled","temperature controlled space such as a storage",2019-04-15 18:20:00.000000000,"NZBC-C/AS4","temperature controlled",29,
"height","height","Height of something (e.g. rack storage)",2019-04-15 18:18:00.000000000,"NZBC-C/AS4","height",30,
"storage","storage (rack storage)","rack storage of certain heights",2019-04-15 18:18:00.000000000,"NZBC-C/AS4","storage",31,
"buildingWork","Building Work","work for or in connection with the construction, alteration, demolition, or removal of a building; and includes sitework",2019-04-15 04:35:00.000000000,"Building code clause A2","building work",32,
"detachedDwelling","Detached dwelling","Applies to a building or use where a group of people live as a single household or family. Examples: a holiday cottage, boarding house accommodating fewer than 6 people, dwelling or hut.",2019-04-15 03:38:00.000000000,"Building code clause A1","detached dwelling",33,
"housing","Housing","Applies to buildings or use where there is self care and service (internal management). There are three types: a) Detached dwelling, b) multi-unit dwelling and c) group dwelling",2019-04-15 03:36:00.000000000,"NZBC-D1","housing",34,
"primaryRiskGroup","Primary risk group","The primary risk group shall be the one within the firecell that has the most onerous fire safety requirements",2019-04-13 22:35:00.000000000,"NZBC-C/AS4","primary risk group",35,
"complyFullyWith","Comply fully with","a function to check if an acceptable solution is followed in full (and not partially)",2019-04-13 22:10:00.000000000,"rel","comply fully with",36,
"hsno","HSNO","Hazardous Substances and New Organisms Act 1996",2019-04-13 20:04:00.000000000,"NZBC-C/AS4","hsno",37,
"complexFeature","Complex feature","A complex feature is a feature of a building, which, if exists, implies that the building is outside the scope of the acceptable solutions.",2019-04-13 15:45:00.000000000,"NZBC-C/AS4","complex feature",38,
"acceptableSolution","Acceptable solution","An acceptable solution is a document that provides a means of compliance with the New Zealand Building Code Clauses C1-C6 Protection from Fire.",2019-04-13 15:41:00.000000000,"NZBC-C/AS4","acceptable solution",39,
"specificDesign","specific engineering design","specific engineering design",2019-04-11 22:12:00.000000000,"NZBC-G14","specific design",40,
"activity","Activity","The use of a space or a building",2019-04-11 20:49:00.000000000,"NZBC","activity",41,
"typeA","Unprotected wall area lessThan 1 sqm","Unprotected areas on external wall lessThan 1 sqm",2019-04-08 11:21:00.000000000,"NZBC-C/AS4","type a",42,
"typeB","fire resisting glazing","fire resisting glazing in relation to wall opening in close proximity with the relevant boundary",2019-04-08 11:19:00.000000000,"NZBC-C/AS4","type b",43,
"gravityFlow","gravity flow","natural flow by gravity",2019-04-01 00:26:00.000000000,"NZBC-G14","gravity flow",44,
"flow","flow","liquid flow",2019-04-01 00:15:00.000000000,"rel","flow",45,
"pipingSystem","Piping system","An assembly of pipes, pipe- fittings, gaskets, bolting and pipe supports",2019-04-01 00:11:00.000000000,"NZBC-G14","piping system",46,
"vinyl","Vinyl","",2019-04-01 00:08:00.000000000,"generic","vinyl",47,
"galvanisedSteelSheet","Galvanised steel sheet","",2019-04-01 00:08:00.000000000,"generic","galvanised steel sheet",48,
"concrete","Concrete","",2019-04-01 00:08:00.000000000,"generic","concrete",49,
"ceramicTiles","Ceramic tiles","",2019-04-01 00:08:00.000000000,"generic","ceramic tiles",50,
"condition","condition","the state or circumstance of something",2019-04-01 00:08:00.000000000,"generic","condition",51,
"complyWith","Comply With","a function to check if compliance is achieved",2019-04-01 00:02:00.000000000,"rel","comply with",52,
"suspendedSolid","suspended Solids","solid materials within the industrial liquid waste",2019-03-31 23:50:00.000000000,"NZBC-G14","suspended solid",53,
"spillage","spillage","spillage of industrial liquid waste",2019-03-31 21:23:00.000000000,"NZBC-G14","spillage",54,
"storageTank","storage tank","",2019-03-30 15:28:00.000000000,"NZBC-G14","storage tank",55,
"treatmentTank","treatment tank","",2019-03-30 15:28:00.000000000,"NZBC-G14","treatment tank",56,
"ind.LiquidWasteSystem","Industrial Liquid Waste System","",2019-03-30 15:26:00.000000000,"NZBC-G14","ind.liquid waste system",57,
"storageFacility","Industrial waste storage facility","Is an area that will not create health or safety hazards, ensures that spillage from storage tanks or ponds can be safely contained, and areas with sufficient access for cleaning, clearing of blockages, and maintenance",2019-03-24 19:00:00.000000000,"NZBC-G14","storage facility",58,
"treatmentMethod","Industrial waste method of treatment","a method that might include: Discharge to a sewer either with or without pre-treatment, as permitted by the network utility operator, Discharge to a natural waterway either with or without treatment, in accordance with the Resource Management Act 1991, or Storage within the building site for later removal and disposal in a manner that meets the requirements of the Resource Management Act 1991 or other relevant legislation",2019-03-24 18:59:00.000000000,"NZBC-G14","treatment method",59,
"accessArea","Industrial waste access Area","areas with sufficient access for cleaning, clearing of blockages, and maintenance",2019-03-24 18:59:00.000000000,"NZBC-G14","access area",60,
"collectionFacility","Industrial waste collection Facility","Is an area that will not create health or safety hazards, ensures that spillage from storage tanks or ponds can be safely contained, and areas with sufficient access for cleaning, clearing of blockages, and maintenance.",2019-03-24 18:59:00.000000000,"NZBC-G14","collection facility",61,
"openingDirection","Opening direction of door or window","Opening direction of a door (or a window), usually referred to as ""door or window swing""",2019-03-24 14:04:00.000000000,"NZBC-C/AS4","opening direction",62,
"directionOfEscape","direction of escape","Direction of escape, which is usually outwards from within a space",2019-03-24 13:53:00.000000000,"NZBC-C/AS4","direction of escape",63,
"wharenui","Wharenui","A communal meeting house having a large open floor area used for both assembly and sleeping in the traditional Maori manner.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","wharenui",64,
"unprotectedArea","Unprotected area","""In relation to an external wall of a building, this means: a)Any part of the external wall which is not fire rated or has less than the required FRR, and b)Any part of the external wall which has combustible material more than 1.0 mm thick attached or applied to its external face, whether for cladding""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","unprotected area",65,
"travelDistance","Travel distance","""The length of the escape route as a whole or the individual lengths of its parts, namely: a)open paths and b)safe paths.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","travel distance",66,
"surfaceFinish","Surface finish","""The combination of a surface coating and substrate material on surfaces of building elements exposed to view. It can be an applied decorative coating or the uncoated building element itself. For interior surfaces the requirements are evaluated in terms of a Group Number. For exterior surfaces the requirements are evaluated in terms of rate of heat release as determined by Appendix C, Paragraph C6.1.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","surface finish",67,
"suite","Suite","A firecell providing residential accommodation for the exclusive use of one person or of several people known to one another. It comprises one or more rooms for sleeping and may include spaces used for associated domestic activities such as hygiene and cooking.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","suite",68,
"structuralAdequacy","Structural adequacy","""In the context of the standard test for fire resistance, is the time in minutes for which a prototype specimen has continued to carry its applied load within defined deflection limits.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","structural adequacy",69,
"standardTest","Standard test","A test method which is recognised as being appropriate for the fire protection properties being assessed.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","standard test",70,
"stability","Stability","""In the context of fire protection is the support provided to a building element having a FRR, intended to avoid premature failure due to structural collapse as a result of applied load, dead and live loads or as a result of any additional loads caused by fire.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","stability",71,
"smokeSeparation","Smoke separation","""Any building element able to prevent the passage of smoke between two spaces. Smoke separations shall: a)Be a smoke barrier complying with BS EN 12101 Part 1, or b)Consist of rigid building elements capable of resisting without collapse: i)a pressure of 0.1 kPa applied from either side, and ii)self weight plus the intended vertically applied live loads, and c)Form an imperforate barrier to the spread of smoke, and d)Be of non-combustible construction, or achieve a FRR of 10/10/-, except that non-fire resisting glazing may be used if it is toughened or laminated safety glass.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","smoke separation",72,
"smokeLobby","Smoke lobby","That portion of an escape route within a firecell that precedes a safe path or an escape route through an adjoining building which is protected from the effects of smoke by smoke separations.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","smoke lobby",73,
"smokeControlDoor","Smoke control door","""A doorset that complies with Appendix C, C6.1.2 of this acceptable solution.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","smoke control door",74,
"smokecell","Smokecell","""A space within a building which is enclosed by an envelope of smoke separations, or external walls, roofs, and floors.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","smokecell",75,
"secondaryElement","Secondary element","""A building element not providing load bearing capacity to the structure and if affected by fire, instability or collapse of the building structure will not occur.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","secondary element",76,
"safePlace","Safe place","""A place, outside of and in the vicinity of a single building unit, from which people may safely disperse after escaping the effects of a fire. It may be a place such as a street, open space, public space or an adjacent building unit.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","safe place",77,
"safePath","Safe path","""That part of an exitway which is protected from the effects of fire by fire separations, external walls, or by distance when exposed to open air.""",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","safe path",78,
"road","Road","This term has the meaning ascribed to it by section 315 of the Local Government Act 1974 and includes a public place and also includes a motorway.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","road",79,
"riskGroup","Risk group","The classification of a building or firecells within a building according to the use to which it is intended to be put.",2019-03-24 10:29:00.000000000,"NZBC-C/AS3","risk group",80,
"accessibleCarPark","Accessible car park","car-park space used for people with a disability",2019-03-30 15:02:00.000000000,"NZBC-D1","accessible car park",81,
"access","Access","gain entry to a space",2019-03-30 15:02:00.000000000,"NZBC-G15","access",82,
"isOnEvacuationPath","","",2019-03-29 23:13:00.000000000,"NZBC-Clause4.3","is on evacuation path",83,
"smokeObscuration","","",2019-03-29 23:13:00.000000000,"NZBC-Clause4.3","smoke obscuration",84,
"timeTakenFor","","",2019-03-29 23:13:00.000000000,"NZBC-Clause4.3","time taken for",85,
"fireEvent","","",2019-03-29 23:12:00.000000000,"NZBC-Clause4.3","fire event",86,
"minSmokeVisibility","MinSmokeVisibility","",2019-03-29 23:12:00.000000000,"NZBC-Clause4.3","min smoke visibility",87,
"bottomOfChute","Bottom of chute","The bottom end or terminal of a solid waste chute",2019-03-28 20:43:00.000000000,"NZBC-G15","bottom of chute",88,
"compartment","Compartment","a separate section of a structure in which certain objects or functions can be kept separate from others",2019-03-28 20:31:00.000000000,"NZBC-G15","compartment",89,
"openAir","Open air","space that is not enclosed or is partially enclosed, eg outside balcony",2019-03-28 19:53:00.000000000,"NZBC-G15","open air",90,
"enclosedStairAccess","Enclosed stair access","Enclosed area that provides access to a stairway",2019-03-28 19:48:00.000000000,"NZBC-G15","enclosed stair access",91,
"tightFitting","Tight-fitting","forming a tight seal",2019-03-28 19:14:00.000000000,"NZBC-G15","tight fitting",92,
"selfClosing","Self-closing","closing or shutting automatically after being opened",2019-03-28 19:13:00.000000000,"NZBC-G15","self closing",93,
"openingDiameter","Opening diameter","",2019-03-28 19:12:00.000000000,"NZBC-G15","opening diameter",94,
"sideEntryHopper","Side-entry hopper","Opening used to deposit waste into a solid waste chute from within a building",2019-03-28 19:11:00.000000000,"NZBC-G15","side entry hopper",95,
"aboveRoofLine","Above roof line","being above the upper surface of the roof",2019-03-28 19:03:00.000000000,"NZBC-G15","above roof line",96,
"hasVent","Has vent","",2019-03-28 19:02:00.000000000,"NZBC-G15","has vent",97,
"smooth","Smooth","A surface free from perceptible projections, lumps, or indentations",2019-03-28 19:00:00.000000000,"NZBC-G15","smooth",98,
"vertical","Vertical","",2019-03-28 18:59:00.000000000,"NZBC-G15","vertical",99,
"selfCleaning","Self-cleaning","Having a mechanism to clean itself",2019-03-28 18:59:00.000000000,"NZBC-G15","self cleaning",100,
"cleaningMode","Cleaning mode","",2019-03-28 18:58:00.000000000,"NZBC-G15","cleaning mode",101,
"internalDiameter","Internal diameter","",2019-03-28 18:54:00.000000000,"NZBC-G15","internal diameter",102,
"solidWasteChute","Solid waste chute","Chute for the removal of solid waste from a building",2019-03-28 18:54:00.000000000,"NZBC-G15","solid waste chute",103,
"collectionAccess","Waste collection access","Access to a wasteStorageArea",2019-03-28 18:33:00.000000000,"NZBC-G15","collection access",104,
"collectionVehicle","Waste collection vehicle","Vehicle used for the collection and removal of solid waste",2019-03-28 18:29:00.000000000,"NZBC-G15","collection vehicle",105,
"disposeOf","Dispose of","Disposing of waste",2019-03-28 18:03:00.000000000,"NZBC-G14","dispose of",106,
"main","Main","""That which is intended to provide access to and between frequently used spaces such as living areas, kitchens and garages, and includes all exterior private stairways.""",2019-03-28 17:50:00.000000000,"NZBC-D1","main",107,
"ambientAirPressure","Ambient air pressure","",2019-03-28 16:00:00.000000000,"NZBC-G4","ambient air pressure",108,
"airPressure","Air pressure","",2019-03-28 16:00:00.000000000,"NZBC-G4","air pressure",109,
"ventilationRate","Ventilation rate","Air-flow rate (and consequently number of air changes)",2019-03-28 15:58:00.000000000,"NZBC-G4","ventilation rate",110,
"u5","U5 concrete finish","category of concrete surface finish specified in NZS 3114",2019-03-28 15:49:00.000000000,"NZS 3114","u 5",111,
"visualExposure","Visual exposure","",2019-03-28 15:20:00.000000000,"NZBC-G15","visual exposure",112,
"visualImpact","Visual impact","change in appearance or view",2019-03-28 15:19:00.000000000,"NZBC-G15","visual impact",113,
"enclosure","Enclosure","",2019-03-28 15:11:00.000000000,"NZBC-G15","enclosure",114,
"fullyEnclosed","Fully enclosed","Surrounded or closed off on all sides",2019-03-28 15:10:00.000000000,"NZBC-G15","fully enclosed",115,
"interiorSurface","Interior surface","",2019-03-28 15:08:00.000000000,"NZBC-G15","interior surface",116,
"location","Location","",2019-03-28 15:05:00.000000000,"NZBC-G15","location",117,
"operation","Operation","means of function or use",2019-03-28 15:05:00.000000000,"NZBC-G15","operation",118,
"directSunlight","Direct sunlight","",2019-03-28 15:03:00.000000000,"NZBC-G15","direct sunlight",119,
"thermalExposure","Thermal exposure","subject to heat gains",2019-03-28 15:01:00.000000000,"NZBC-G15","thermal exposure",120,
"vermin","Vermin","objectionable animals or insects",2019-03-28 14:58:00.000000000,"NZBC-G15","vermin",121,
"openable","Openable","",2019-03-28 14:56:00.000000000,"NZBC-G15","openable",122,
"refrigerated","Refrigerated","having a cooling system to maintain contents in a chilled condition",2019-03-28 14:55:00.000000000,"NZBC-G15","refrigerated",123,
"perishable","Perishable","likely to decay or go bad quickly",2019-03-28 14:50:00.000000000,"NZBC-G15","perishable",124,
"screenedFrom","Screened from","concealed, protected, or sheltered with a screen or something forming a screen",2019-03-28 14:50:00.000000000,"NZBC-G15","screened from",125,
"northFacing","North facing","",2019-03-28 14:49:00.000000000,"NZBC-G15","north facing",126,
"resistantTo","Resistant to","would not be adversely affected by",2019-03-28 14:43:00.000000000,"NZBC-G14","resistant to",127,
"mechanicalVentilation","Mechanical ventilation","Forced or induced ventilation and is done by fans and other mechanical means",2019-03-28 14:42:00.000000000,"NZBC-G15","mechanical ventilation",128,
"orientation","Orientation","position with relation to the points of the compass or other specific directions",2019-03-28 14:04:00.000000000,"NZBC-G15","orientation",129,
"groupDwelling","Group dwelling","""Applies to a building or use where groups of people live as one large extended family. Examples: within a commune or marae""",2019-03-28 13:49:00.000000000,"NZBC-A1","group dwelling",130,
"isolated","Isolated","",2019-03-28 13:49:00.000000000,"NZBC-D1","isolated",131,
"abrasion","Abrasion","",2019-03-28 00:25:00.000000000,"NZBC-G14","abrasion",132,
"chemicalAttack","Chemical attack","",2019-03-28 00:25:00.000000000,"NZBC-G14","chemical attack",133,
"corrosion","Corrosion","",2019-03-28 00:24:00.000000000,"NZBC-G14","corrosion",134,
"corrosive","Corrosive","",2019-03-28 00:24:00.000000000,"NZBC-G14","corrosive",135,
"constructionMaterial","Construction Material","",2019-03-28 00:20:00.000000000,"NZBC-G14","construction material",136,
"strength","Strength","Physical strength, stability, and integrity",2019-03-28 00:13:00.000000000,"NZBC-G14","strength",137,
"ind.LiquidWaste","Industrial liquid waste","Industrial liquid waste",2019-03-27 23:59:00.000000000,"NZBC-G14","ind.liquid waste",138,
"handlingEquip","handling equipment","Equipment used to handle liquid waste",2019-03-27 23:56:00.000000000,"NZBC-G14","handling equip",139,
"disposalSystem","Industrial waste disposal System","Is an area that will not create health or safety hazards, ensures that spillage from storage tanks or ponds can be safely contained, and areas with sufficient access for cleaning, clearing of blockages, and maintenance.",2019-03-27 23:04:00.000000000,"NZBC-G14","disposal system",140,
"elsewhere","Elsewhere","unspecified location",2019-03-27 22:48:00.000000000,"NZBC-G14","elsewhere",141,
"waterSupplyTap","Water supply tap","",2019-03-27 19:42:00.000000000,"NZBC-G15","water supply tap",142,
"nzbc-g12","NZBC-G12","Acceptable Solutions G12",2019-03-27 19:34:00.000000000,"NZBC","nzbc-g 12",143,
"treatment","Waste discharge treatment","a treatment of industrial liquid waste prior to disposal by discharge to sewer or natural waterway",2019-03-27 18:16:00.000000000,"NZBC-G14","treatment",144,
"nzbc-g13as2","NZBC-G13/AS2","NZBC Acceptable Solutions G13 (G13/AS2)",2019-03-27 18:06:00.000000000,"NZBC","nzbc-g 13as 2",145,
"naturalWaterway","Natural waterway","Natural waterway such as river, lake, streams, etc.",2019-03-27 18:05:00.000000000,"NZBC-G14","natural waterway",146,
"floorWaste","Floor waste","An outlet located at the low point of a graded floor or in a level floor designed to receive accidental or intentional discharges.",2019-03-27 17:54:00.000000000,"NZBC-G13","floor waste",147,
"nzbc-g13","NZBC-G13","Acceptable Solutions G13",2019-03-27 17:54:00.000000000,"NZBC","nzbc-g 13",148,
"adjacent","Adjacent","next to or adjoining",2019-03-27 17:49:00.000000000,"NZBC-G15","adjacent",149,
"nzs3114","NZS3114","NZS 3114:1987 Specification for concrete surface finishes",2019-03-27 17:49:00.000000000,"NZBC-G15","nzs 3114",150,
"fence","security fence","Security fence to prevent unauthorised access to a facility",2019-03-27 17:46:00.000000000,"NZBC-G14","fence",151,
"nzbc-f5","NZBC-F5","NZBC Acceptable Solutions F5",2019-03-27 17:38:00.000000000,"NZBC","nzbc-f 5",152,
"foodPreparationArea","Food preparation area","Area used for storage, preparation and cooking of food",2019-03-27 17:34:00.000000000,"Derived from NZBC-G3","food preparation area",153,
"intendedLife","Intended Life","",2019-03-27 17:13:00.000000000,"NZBC-G14","intended life",154,
"inContact","In direct contact","The state of being in direct contact with a specific substance or an environment during its use or operation",2019-03-27 16:37:00.000000000,"NZBC-G14","in contact",155,
"treatedWasteConvey","Treated wastewater conveyance","Conveyance of treated wastewater",2019-03-27 16:11:00.000000000,"NZBC-G13","treated waste convey",156,
"waterHose","Water Hose","Water Hose",2019-03-27 16:10:00.000000000,"NZBC-G12","water hose",157,
"contamWaterSupply","Contamination of Water Supply","All matters related to the contamination of Water Supply",2019-03-27 16:09:00.000000000,"NZBC-G12","contam water supply",158,
"seismicRestraint","Seismic restraint","A restraining device or mechanism to prevent an object from damage due to seismic movement",2019-03-27 16:02:00.000000000,"NZBC-B1","seismic restraint",159,
"tank","Tank","Storage container (usually for liquid)",2019-03-27 15:59:00.000000000,"NZBC-G14","tank",160,
"nzbc-f7","NZBC-F7","NZBC Acceptable Solutions F7",2019-03-27 14:14:00.000000000,"NZBC","nzbc-f 7",161,
"nzbc-g14vm1","NZBC-CVM2","NZBC Verification Methods G14 (VM1)",2019-03-27 14:07:00.000000000,"NZBC","nzbc-g 14vm 1",162,
"nzbc-cvm2","NZBC-CVM2","NZBC Verification Methods C (VM2)",2019-03-27 14:02:00.000000000,"NZBC","nzbc-cvm 2",163,
"nzbc-a1","NZBC-A1","NZBC Acceptable Solutions A1",2019-03-27 14:02:00.000000000,"NZBC","nzbc-a 1",164,
"nzbc-a2","NZBC-A2","NZBC Acceptable Solutions A2",2019-03-27 13:31:00.000000000,"NZBC","nzbc-a 2",165,
"nzbc-b1","NZBC-B1","NZBC Acceptable Solutions B1",2019-03-27 13:30:00.000000000,"NZBC","nzbc-b 1",166,
"nzbc-cas1","NZBC-CAS1","NZBC Acceptable Solutions C (AS1)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 1",167,
"nzbc-cas3","NZBC-CAS3","NZBC Acceptable Solutions C (AS3)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 3",168,
"nzbc-cas5","NZBC-CAS5","NZBC Acceptable Solutions C (AS5)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 5",169,
"nzbc-cas7","NZBC-CAS7","NZBC Acceptable Solutions C (AS7)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 7",170,
"nzbc-e1","NZBC-E1","NZBC Acceptable Solutions E1",2019-03-27 13:30:00.000000000,"NZBC","nzbc-e 1",171,
"nzbc-f3","NZBC-F3","NZBC Acceptable Solutions F3",2019-03-27 13:30:00.000000000,"NZBC","nzbc-f 3",172,
"nzbc-g1","NZBC-G1","NZBC Acceptable Solutions G1",2019-03-27 13:30:00.000000000,"NZBC","nzbc-g 1",173,
"nzbc-g14","NZBC-G14","NZBC Acceptable Solutions G14",2019-03-27 13:30:00.000000000,"NZBC","nzbc-g 14",174,
"nzbc-g15","NZBC-G15","NZBC Acceptable Solutions G15",2019-03-27 13:30:00.000000000,"NZBC","nzbc-g 15",175,
"nzbc-g4","NZBC-G4","NZBC Acceptable Solutions G4",2019-03-27 13:30:00.000000000,"NZBC","nzbc-g 4",176,
"nzbc-h1","NZBC-H1","NZBC Acceptable Solutions H1",2019-03-27 13:30:00.000000000,"NZBC","nzbc-h 1",177,
"nzbc-e2","NZBC-E2","NZBC Acceptable Solutions E2",2019-03-27 13:30:00.000000000,"NZBC","nzbc-e 2",178,
"nzbc-d1","NZBC-D1","NZBC Acceptable Solutions D1",2019-03-27 13:30:00.000000000,"NZBC","nzbc-d 1",179,
"nzbc-cas6","NZBC-CAS6","NZBC Acceptable Solutions C (AS6)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 6",180,
"nzbc-cas4","NZBC-CAS4","NZBC Acceptable Solutions C (AS4)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 4",181,
"nzbc-cas2","NZBC-CAS2","NZBC Acceptable Solutions C (AS2)",2019-03-27 13:30:00.000000000,"NZBC","nzbc-cas 2",182,
"nzbc-b2","NZBC-B2","NZBC Acceptable Solutions B2",2019-03-27 13:30:00.000000000,"NZBC","nzbc-b 2",183,
"nzbc-a3","NZBC-A3","NZBC Acceptable Solutions A3",2019-03-27 13:30:00.000000000,"NZBC","nzbc-a 3",184,
"cavityWall","Cavity Wall","",2019-03-27 02:39:00.000000000,"NZBC-E2","cavity wall",185,
"accessibleStairway","Accessible Stairway","A stairway having features for use by person with a disability. Buildings required to be accessible shall have at least one accessible stairway leading off an accessible route whether or not a lift is provided.",2019-03-26 23:40:00.000000000,"NZBC-D1","accessible stairway",186,
"multiUnitDwelling","Multi-unit dwelling","""Applies to a building or use which contains more than one separate household or family. Examples: an attached dwelling, flat or multi-unit apartment.""",2019-03-26 22:04:00.000000000,"NZBC-A1","multi unit dwelling",187,
"dwellingUnit","dwelling unit","A unit in a multi-unit or group dwellings",2019-03-26 21:35:00.000000000,"NZBC-G15","dwelling unit",188,
"carryDistance","Carry distance","The distance that one must travel in order to transport solid waste from a dwelling unit to its storage or chute",2019-03-26 21:34:00.000000000,"NZBC-G15","carry distance",189,
"highTemperature","High temperatures","Temperatures above an ambient level (typically, greaterThan 22 degrees Celsius) that would hasten putrefaction",2019-03-26 21:29:00.000000000,"NZBC-G15","high temperature",190,
"putrefaction","putrefaction","the process of decomposition of organic matter, especially protein, by microorganism, resulting in foul-smelling matter",2019-03-26 21:25:00.000000000,"NZBC-G15","putrefaction",191,
"easilyCleaned","Easily cleaned","being able to be cleaned without too much effort",2019-03-26 21:21:00.000000000,"NZBC-G15","easily cleaned",192,
"thresholdFinishedSurface","Threshold finished surface","",2019-03-26 21:18:00.000000000,"NZBC-D1","threshold finished surface",193,
"threshold","Threshold","""A sill to an external door, or the floor under an internal door.""",2019-03-26 21:18:00.000000000,"NZBC-D1","threshold",194,
"belowGround","Below ground","Any location beneath the surface of the ground",2019-03-26 20:47:00.000000000,"NZBC-G14","below ground",195,
"ventilation","Ventilation","",2019-03-26 20:46:00.000000000,"NZBC-G15","ventilation",196,
