"LRML_ID","TEXT","LRML","UPDATED_AT","ID","PARAPHRASE","COMMENTS","AUTHOR",
755,"Valley gutters and hidden gutters shall be constructed as shown in Figures 50 and 51 for the applicable roof cladding (except for membrane roofing) and: a) Not change direction in plan b) Have a minimum underlap to roof cladding as specified in Figures 27, 37, 50, and 51 for the relevant roof cladding c) Be formed from any of the materials outlined for flashings in Paragraph 4.3 except 4.3.10 and 4.3.11 d) Be fixed at upper ends only, and be secured with a purpose-made clip system for the remaining length to enable expansion/ contraction along the length of the gutter e) Discharge into an internal gutter or eaves gutter/spouting.","if(and(is(gutter.type, or(valley, hidden)),not(is(roof.type, membrane)))), then(obligation(and(asPer(gutter.construction,and(nzbc_e2as1_f50,nzbc_e2as1_f51)),not(is(gutter.changeInDirection,inPlan)),towards(gutter.underlap, cladding),asPer(gutter.underlap,and(nzbc_e2as1_f27,nzbc_e2as1_f37,nzbc_e2as1_f50,nzbc_e2as1_f51)),asPer(gutter.material,'nzbc_e2as1_4.3'),not(asPer(gutter.material,or('nzbc_e2as1_4.3.10','nzbc_e2as1_4.3.11'))),has(gutter.upperEnd, fixing),is(fixing.type, clipSystem),is(clipSystem, purposeMade),for(clipSystem,and(contractionAllowance, expansionAllowance)),into(gutter.discharge, or(internalGutter,eaveGutter)))))",2023-03-17 02:04:48.952538000,4935,"If gutter type is valley or hidden and the roof type is not membrane, then the gutter shall be constructed as shown in Figures 50 and 51, and the gutter shall not change direction in plan, the gutter shall have a minimum underlap to roof cladding as specified in Figures 27, 37, 50, and 51, and the gutter material shall be as outlined in E2/AS1 Paragraph 4.3 and not in 4.3.10 and 4.3.11, and the gutter shall be fixed at upper ends, and be secured with a purpose-made clip system to enable expansion/ contraction, and the gutter shall discharge into an internal gutter or eave gutter.","only?","",
756,"In addition f) Have minimum slopes to Table 8 for valley gutters h) Spreaders not discharge directly into a valley gutter.","if(is(gutter.type, valley)), then(and(obligation(asPer(gutter.slope, table)), obligation(equal(table.key, t8)), prohibition(is(spreader.discharge, direct)), prohibition(into(spreader.discharge, gutter))))",2023-03-17 02:08:15.213867000,4941,"If the gutter type is valley, the gutter shall have minimum slopes to E2/AS1 Table 8 and spreaders shall not discharge directly into the gutter.","","",
285,"8.1.7 Roof penetrations; Roof penetrations shall be made weathertight in accordance with Paragraph 8.2 to Paragraph 8.5.","if(has(roof, penetration)), then(obligation(and(is(penetration, weathertight),complyWith(penetration, and('nzbc_e2as1_8.2 to nzbc_e2as1_8.5')))))",2023-03-17 02:12:27.465481000,4952,"If the roof has penetrations, the penetration shall be made weathertight in accordance with E2/AS1 Paragraph 8.2 to Paragraph 8.5.","","",
285,"8.1.7 Roof penetrations; Roof penetrations shall be made weathertight in accordance with Paragraph 8.2 to Paragraph 8.5.","if(has(roof, penetration)), then(obligation(and(is(penetration, weathertight),complyWith(penetration, and('nzbc_e2as1_8.2 to nzbc_e2as1_8.5')))))",2023-03-17 02:12:44.508232000,4953,"If the roof has penetrations, the penetration shall be made weathertight in accordance with E2/AS1 Paragraph 8.2 to Paragraph 8.5.","","",
757,"The edge of roofing penetrations over 200 mm wide shall be supported in either direction with additional framing as shown in Figure 21.","if(and(has(roof, penetration), greaterThan(penetration.width, 200 mm))), then(obligation(and(has(penetration, edge),loop(forEach(edge.direction),is(edge.support, framing)),asPer(framing, nzbc_e2as1_f21))))",2023-03-17 02:22:34.238717000,4963,"If the roof has penetrations over 200 mm wide, then the edge of the penetration shall be supported in either direction with additional framing as shown in Figure 21.","is(edge.support, framing) vs has(edge, framing)","",
287,"For the catchment area of the roof above the penetration as shown in Figure 22, the roof length shall be limited to: i) for profiled metal roofing, Table 17 ii) for other roof claddings, the areas shown in Table 9.","if(and(has(roof, penetration), above(roof.catchmentArea, penetration), asPer(roof.catchmentArea, nzbc_e2as1_f22))), then(or(and(obligation(is(cladding.system, profiledMetal)), obligation(asPer(catchmentArea.length, nzbc_e2as1_t17))), and(obligation(not(is(cladding.system, profiledMetal))), obligation(asPer(catchmentArea.length, nzbc_e2as1_t9)))))",2023-03-17 02:43:27.036591000,4967,"If the roof has a penetration and the catchment area of the roof is above the penetration as shown in Figure 22, the roof length shall be limited to: i) for profiled metal roofing, Table 17 ii) for other roof claddings, the areas shown in Table 9.","","",
264,"8.2.1.1 Tile profiles; c) Type III: Tiles not fitting the Type I (Double profile) or Type II (Single profile) categories, and includes flat tiles and those resembling slates, shakes and shingles.","if(is(tile.type, typeIii)), then(and(not(is(tile.type, or(doubleProfile, singleProfile))), include(tile, and(flatTile, resemblingSlate, resemblingShake, resemblingShingle))))",2023-03-17 02:54:42.473200000,4985,"If the tile type is Type III, then Tiles types that are not Double profile or Single profile categories, and includes flat tiles and those resembling slates, shakes and shingles.","","",
266,"Roof cladding; Where required in AS 2050 and Table 20, underlay shall comply with Table 23.","if(and(requires(roofCladding, underlay), asPer(underlay, and(as_2050, nzbc_e2as1_t20)))), then(obligation(complyWith(underlay, nzbc_e2as1_t23)))",2023-03-17 03:03:46.375145000,4995,"If the roof cladding requires and underlay in AS 2050 and E2/AS1 Table 20, the underlay shall comply with E2/AS1 Table 23.","","",
267,"8.0 Roof claddings 8.2.3 Installation; Fixing and fixing patterns shall be to NZS 4206, with the exception that nails shall penetrate a minimum of 35 mm into timber battens, and the minimum pitches and roof underlay shall be as described in Table 10 and Table 23.","if(and(has(roofCladding, fixing), include(fixing, nail), is(batten.material, timber), is(underlay.application, roof))), then(obligation(and(complyWith(fixing, nzs_4206),complyWith(fixing.pattern ,nzs_4206),into(nail.penetration, batten),is(batten.material, timber), greaterThanEqual(nail.penetration, 35 mm),asPer(roofCladding.pitch, and(nzbc_e2as1_t10,  nzbc_e2as1_t23)),asPer(roofCladding.underlay, and(nzbc_e2as1_t10,  nzbc_e2as1_t23)))))",2023-03-17 03:08:46.100233000,5002,"Fixing and fixing patterns shall be to NZS 4206, with the exception that nails shall penetrate a minimum of 35 mm into timber battens, and the roof cladding pitches and roof cladding underlay shall be as described in E2/AS1 Table 10 and Table 23.","exceptions are just ands? would need a certain defeasibility strength?
roof cladding underlay?","",
712,"9.0 Wall Claddings; 9.7 Fibre Cement Sheet; Install sheets with: Paint seals to all sheet edges and cut edges, including 100 mm across back face from each edge.","if(and( is(wallCladding.type, sheet), is(sheet.material, fibreCement))), then(obligation(and(has(sheet.edge,seal),is(seal.type,paint),adjacent(sheet.backFace, edge),has(sheet.backFace, paint),equal(paint.width,100 mm))))",2023-03-20 20:28:13.459434000,5438,"If the wall cladding is type fibre cement sheets, the sheets edges shall have paint seals ","foreach
sheet edge and cut edge -> sheet.edge","Stefan",
712,"9.0 Wall Claddings; 9.7 Fibre Cement Sheet; Install sheets with: Paint seals to all sheet edges and cut edges, including 100 mm across back face from each edge.","if(and( is(wallCladding.type, sheet), is(sheet.material, fibreCement))), then(obligation(and(has(sheet.edge,seal),is(seal.type,paint),adjacent(sheet.backFace, edge),has(sheet.backFace, paint),equal(paint.width,100 mm))))",2023-03-20 20:29:16.932652000,5439,"If the wall cladding is type fibre cement sheets, the sheets edges shall have paint seals and the back face adjacent to the edge shall have paint for 100 mm width.","foreach
sheet edge and cut edge -> sheet.edge","Stefan",
352,"The bottom of the EIFS cladding shall be as shown in Figure 125.","if(is(cladding.type, eifs)), then(obligation(asPer(cladding.bottom, nzbc_e2as1_f125)))",2023-03-20 20:32:45.339061000,5447,"If claddings are EIFS cladding, then the bottom of the cladding shall be as shown in E2/AS1 Figure 125.","","Stefan",
759,"10.3 Measuring moisture content 10.3.1 Timber; Measurement shall be by the recommended procedure in the Scion (New Zealand Forest Research Institute) publication 'Measurement of moisture content of Wood' using electrical resistance type moisture meters with insulated probes. Representative samplings of measurements shall be taken: a) With meters calibrated to AS/NZS 1080.1 Appendix E b) By inserting probes to at least 1/3 the depth of timber being measured, at a distance exceeding 200 mm from board ends c) Using correction factors for timber species, temperature, and treatment type (outlined in Scion publication above).","if(and(by(timber.moistureContent, measurement))), then(obligation(and(is(measurement.recommendedProcedure,measurementOfMoistureContentOfWood),asPer(measurement.recommendedProcedure,scionPublication),by(measurement,moistureMeter),is(moistureMeter.type,electricalResistance),has(moistureMeter,insulatedProbe),asPer(moistureMeter.calibration, nzs_1080_1_appendixE),by(measurement.sampling,probe),into(probe,timber),define(timber.depth, x0), greaterThanEqual(probe.depth,'1/3 * x0'),has(timber, board),define(board.end, x1),greaterThan(probe.location, 'x1 + 200 mm'),include(measurement.correctionFactor,and(timberSpecies,temperature,treatmentType)),asPer(measurement.correctionFactor,scionPublication))))",2023-03-20 21:31:52.333931000,5464,"If the moisture content of timber is measured, then the measurement shall be by the recommended procedure 'Measurement of moisture content of Wood' in the Scion publication, the measurement shall use electrical resistance type moisture meters with insulated probes. the moisture meters shall be calibrated to AS/NZS 1080.1 Appendix E, and doing the measurement sampling by inserting probes to at least 1/3 the depth of timber being measured, at a distance exceeding 200 mm from board ends c) Using correction factors for timber species, temperature, and treatment type (outlined in Scion publication above).","TODO
Recommended vs obligation
timberSpecies?
correction factors are outlined?","Stefan",
759,"10.3 Measuring moisture content 10.3.1 Timber; Measurement shall be by the recommended procedure in the Scion (New Zealand Forest Research Institute) publication 'Measurement of moisture content of Wood' using electrical resistance type moisture meters with insulated probes. Representative samplings of measurements shall be taken: a) With meters calibrated to AS/NZS 1080.1 Appendix E b) By inserting probes to at least 1/3 the depth of timber being measured, at a distance exceeding 200 mm from board ends c) Using correction factors for timber species, temperature, and treatment type (outlined in Scion publication above).","if(and(by(timber.moistureContent, measurement))), then(obligation(and(is(measurement.recommendedProcedure,measurementOfMoistureContentOfWood),asPer(measurement.recommendedProcedure,scionPublication),by(measurement,moistureMeter),is(moistureMeter.type,electricalResistance),has(moistureMeter,insulatedProbe),asPer(moistureMeter.calibration, nzs_1080_1_appendixE),by(measurement.sampling,probe),into(probe,timber),define(timber.depth, x0), greaterThanEqual(probe.depth,'1/3 * x0'),has(timber, board),define(board.end, x1),greaterThan(probe.location, 'x1 + 200 mm'),include(measurement.correctionFactor,and(timberSpecies,temperature,treatmentType)),asPer(measurement.correctionFactor,scionPublication))))",2023-03-20 21:33:24.928768000,5470,"If the moisture content of timber is measured, then the measurement shall be by the recommended procedure 'Measurement of moisture content of Wood' in the Scion publication, the measurement shall use electrical resistance type moisture meters with insulated probes. the moisture meters shall be calibrated to AS/NZS 1080.1 Appendix E, and doing the measurement sampling by inserting probes to at least 1/3 the depth of timber being measured, and the probe located at a distance exceeding 200 mm from board ends c) Using measurement correction factors for timber species, temperature, and treatment type, and the measurement correction factors outlined in Scion publication.","QUESTIONABLE
Recommended vs obligation
timberSpecies?
correction factors are outlined?","Stefan",
751,"The maximum moisture contents shall be: a) For timber framing at the time of installing interior linings, the maximum acceptable moisture content shall be the lesser of: i) 20% for insulated buildings, 24% for non-insulated buildings, or ii) as specified in NZS 3602,.","if(and(is(framing.material, timber), towards(interiorLining.installation, framing))), then(obligation(and(define(interiorLining.installationTime, x0), has(framing, moistureContent), before(moistureContent.measurement, x0)or( and(has(building,insulation),lessThanEqual(framing.moistureContent,20 percent)),and(not(has(building,insulation)),lessThanEqual(framing.moistureContent,24 percent))),and(lessThanEqual(framing.moistureContent,value),asPer(value,nzs_3602)))))",2023-03-20 21:44:43.460001000,5483,"If the framing is timber and interior linings are installed to the framing, then the framing moisture content medasured at the time of installing interior linings shall be maximum 20 percent for insulated buildings or 24 percent for non-insulated buildings, and maximum the value specified in NZS 360.","QUESTIONABLE","Stefan",
206,"Clause 7.5.8.3 All slab-on-ground reinforcing shall extend to within 75 mm of the outside edge of the slab (including the foundation wall) and shall consist of a minimum 2.27 kg/m2 welded reinforcing mesh sheets (1.14 kg/m2 in each direction), which shall be lapped at sheet joints such that the overlap measurement between the outmost cross wires of each fabric sheet is equal to the greater of one of the following: - the spacing of cross wires plus 50 mm, - 150 mm or - the manufacturer's requirements. Slabs shall have a maximum dimension of 24 m between free joints.","if(and(is(slab.material, concrete), is(slab.construction, slabOnGround), has(slabOnGround, reinforcing), has(slab, outsideEdge))), then(obligation(and(within(reinforcing.extension,outsideEdge),lessThanEqual(extension,75 mm),is(reinforcing.type,meshSheet),is(meshSheet.type,welded),greaterThanEqual(meshSheet.weight,2.27 kg/m2),greaterThanEqual(meshSheet.weightPerDirection,1.14 kg/m2),has(meshSheet.joint,overlap),inBetween(overlap.measurement,x0),is(x0.location,outermost),partOf(x0,meshSheet),define(x0.spacing, x1), define(manufacturerRequirement.dimension, x2), define(maxValues.collection, _new), include(maxValues, 'x1 + 50 mm'), include(maxValues, 150 mm), include(maxValues, x2), equal(max(maxValues),measurement),inBetween(slab.dimension,freeJoints),equal(slab.dimension,24 m))))",2023-03-23 02:05:12.746972000,5589,"","","Stefan",
255,"Rails, which in the event a glass pane breaks, spans the broken pane at the required barrier height and, i) resists Line and Concentrated design loads (SLS) specified in Tables 14 to 17, and ii) does not deflect more than 100 mm, in any direction, under the design loads.","if(and(around(rail, pane),is(pane.material, glass), is(pane, broken))), then(obligation(and(for(rail.span, pane),define(barrier.height, x0),equal(rail.span,x0),has(rail,resistance),is(rail.resistance, and(lineDesignLoad, concentratedDesignLoad)),asPer(lineDesignLoad,'nzbc_b1as1_t14 to nzbc_b1as1_t17'),asPer(concentratedDesignLoad,'nzbc_b1as1_t14 to nzbc_b1as1_t17'),has(rail,deflection),lessThanEqual(rail.deflection,100 mm),is(deflection.measurement,anyDirection),is(deflection.reason,designLoad))))",2023-03-23 02:26:36.278705000,5596,"If the rails are around a glass pane and the glass pane is broken, the rail spans the broken pane at the required barrier height and, i) resists Line and Concentrated design loads (SLS) specified in Tables 14 to 17, and ii) does not deflect more than 100 mm, in any direction, under the design loads.","broken -> Would not be executed.
rail.span location?","Stefan",
211,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a top capping, corner brackets or a proprietary system and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2).","if(and(is(safetyBarrier.material, glass), is(glass.type, laminated), is(glass, or(heatStrengthened, toughened)), has(glass, or(topCapping, cornerBracket, proprietaryProtectionSystem)), is(safetyBarrier.panes, and(laminate, fractured)),against(panes.resistance, concentratedLoad), lessThanEqual(concentratedLoad, 0.2 kN), is(resistance.type, concentratedLoad), lessThanEqual(panes.deflection, 250 mm))), then(permission(not(is(safetyBarrier.rail, interlinked))))",2023-03-23 02:55:02.532349000,5606,"If the safety barrier is glass and the glass is laminated and heat-strengthened or toughened, and the safety barrier has a top capping, corner brackets or a proprietary protection system and both safety barrier panes of the laminate are fractured and the panes resists a 0.2 kN concentrated load and the panes deflection is less than or equal 250 mm, then the safety barrier may not have interlinking rails.","proprietaryProtectionSystem
theoretical - if: is(pane, fractured)","Stefan",
212,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has two or three edges supported by structural sealant joints or continuous clamps, and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2).","if(and(is(safetyBarrier.material, glass), is(glass.type, laminated), is(glass, or(heatStrengthened, toughened)), equal(count(safetyBarrier.edge), or(2, 3)), is(edge.support, or(sealantJoint, continuousClamp)), is(safetyBarrier.panes, and(laminate, fractured)),against(panes.resistance, concentratedLoad), lessThanEqual(concentratedLoad, 0.2 kN), is(resistance.type, concentratedLoad), lessThanEqual(panes.deflection, 250 mm))), then(permission(not(is(safetyBarrier.rail, interlinked))))if(and(is(structure.material, glass), is(structure.purpose, safetyBarrier), is(structure, or(heatStrengthened, toughened)), is(structure, laminated), has(structure, edge), equal(count(edge), or(2, 3)), is(edge.support, or(sealantJoint, continuousClamp)), is(pane, fractured), has(pane, resistance), greaterThanEqual(resistance.strength, 0.2 kN), is(resistance.type, concentratedLoad), lessThanEqual(structure.deflection, 250 mm))), then(permission(not(for(interlinkedRail, structure))))",2023-03-23 02:59:01.136773000,5607,"","","Stefan",
213,"Structure Design; Interlinking rails are not required for a heat-strengthened or toughened laminated safety glass barrier that: has a stiff interlayer and will, when both panes of the laminate are fractured, resist a 0.2 kN concentrated load and not deflect more than 250 mm (see note 2).","if(and(is(safetyBarrier.material, glass), is(glass.type, laminated), is(glass, or(heatStrengthened, toughened)), has(safetyBarrier, stiffInterlayer), is(safetyBarrier.panes, and(laminate, fractured)),against(panes.resistance, concentratedLoad), lessThanEqual(concentratedLoad, 0.2 kN), is(resistance.type, concentratedLoad), lessThanEqual(panes.deflection, 250 mm))), then(permission(not(is(safetyBarrier.rail, interlinked))))",2023-03-23 03:01:03.507786000,5611,"","","Stefan",
214,"Physical testing of glass barriers must include all components of the barrier system, including all structural connections. Loads and deflections must be applied and measured horizontally, at midspan, at the required barrier height. The concentrated load shall be applied over an area of 100 mm x 100 mm and for at least one minute.","if(and(is(barrier.material, glass), has(barrier.system, component))), then(obligation(and(is(physicalTesting,true),include(barrier.physicalTesting,component),include(component,structuralConnection),is(physicalTesting.type,and(load,deflection)),is(physicalTesting.method,and(application,measurement)),is(physicalTesting.location,and(horizontal,midspan,requiredBarrierHeight)),is(load.applicationArea,'100 mm x 100 mm'),greaterThanEqual(load.applicationDuration,1minute))))",2023-03-23 03:01:58.784798000,5614,"","","Stefan",
150,"All slab-on-ground reinforcing shall extend to within 75 mm of the outside edge of the slab (including the foundation wall) and shall consist of a minimum 2.27kg/m2 welded Grade 500E reinforcing mesh sheets (1.14 kg/m2 in each direction), which shall be lapped at sheet joints such that the overlap measurement between the outermost cross wires of each fabric sheet is equal to the greater of one of the following: the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","if(and(on(slab, ground),has(slab, reinforcing))), then(obligation(and(define(slab.outsideEdge, x0),within(reinforcing, 'x0 - 75 mm'),is(reinforcing, sheet),is(sheet.material, weldedReinforcingMesh),is(sheet.grade,500e),greaterThanEqual(sheets.weight,2.27 kg/m2),loop(forEach(slab.direction),greaterThanEqual(sheets.weight,1.14kg /m2)),has(sheets.joint,lap),has(sheets, crossWires),is(crossWires.location, outermost),inBetween(lap.measurement,crossWires),define(crossWires.spacing, x1), greaterThanEqual(lap.measurement, 'x1 + 50 mm'), greaterThanEqual(lap.measurement, 150 mm), greaterThanEqual(lap.measurement, manufacturerRequirement), inBetween(slab.dimension,freeJoints),lessThanEqual(slab.dimension,18 m))))",2023-03-23 22:12:50.439145000,5648,"If slabs are on ground and have reinforcing, the reinforcing shall extend to within 75 mm of the outside edge of the slab and the reinforcing shall consist of sheets from welded reinforcing mesh with grade 500E and weight of minimum 2.27kg/m2 and the sheets shall have minimum 1.14 kg/m2 for each direction of the slab, and sheet joints shall be lapped such that the lap measurement is between the outermost cross wires of each fabric sheet and is greater than or equal the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","QUESTIONABLE
sheets?
max out of three values
equal to the greater of one of the following -> greater than equal all of them.
maximum dimension of 18 m -> All dimensions have to be smaller than 18m?","",
150,"All slab-on-ground reinforcing shall extend to within 75 mm of the outside edge of the slab (including the foundation wall) and shall consist of a minimum 2.27kg/m2 welded Grade 500E reinforcing mesh sheets (1.14 kg/m2 in each direction), which shall be lapped at sheet joints such that the overlap measurement between the outermost cross wires of each fabric sheet is equal to the greater of one of the following: the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","if(and(on(slab, ground),has(slab, reinforcing))), then(obligation(and(define(slab.outsideEdge, x0),within(reinforcing, 'x0 - 75 mm'),is(reinforcing, sheet),is(sheet.material, weldedReinforcingMesh),is(sheet.grade,500e),greaterThanEqual(sheets.weight,2.27 kg/m2),loop(forEach(slab.direction),greaterThanEqual(sheets.weight,1.14kg /m2)),has(sheets.joint,lap),has(sheets, crossWires),is(crossWires.location, outermost),inBetween(lap.measurement,crossWires),define(crossWires.spacing, x1), greaterThanEqual(lap.measurement, 'x1 + 50 mm'), greaterThanEqual(lap.measurement, 150 mm), greaterThanEqual(lap.measurement, manufacturerRequirement),has(slab, joints), is(joints.type, free), inBetween(slab.dimension,joints),lessThanEqual(slab.dimension,18 m))))",2023-03-23 22:15:05.491630000,5650,"If slabs are on ground and have reinforcing, the reinforcing shall extend to within 75 mm of the outside edge of the slab and the reinforcing shall consist of sheets from welded reinforcing mesh with grade 500E and weight of minimum 2.27kg/m2 and the sheets shall have minimum 1.14 kg/m2 for each direction of the slab, and sheet joints shall be lapped such that the lap measurement is between the outermost cross wires of each fabric sheet and is greater than or equal the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","QUESTIONABLE
sheets?
max out of three values
equal to the greater of one of the following -> greater than equal all of them.
maximum dimension of 18 m -> All dimensions have to be smaller than 18m?","",
150,"All slab-on-ground reinforcing shall extend to within 75 mm of the outside edge of the slab (including the foundation wall) and shall consist of a minimum 2.27kg/m2 welded Grade 500E reinforcing mesh sheets (1.14 kg/m2 in each direction), which shall be lapped at sheet joints such that the overlap measurement between the outermost cross wires of each fabric sheet is equal to the greater of one of the following: the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","if(and(on(slab, ground),has(slab, reinforcing))), then(obligation(and(define(slab.outsideEdge, x0),within(reinforcing, 'x0 - 75 mm'),is(reinforcing, sheet),is(sheet.material, weldedReinforcingMesh),is(sheet.grade,500e),greaterThanEqual(sheets.weight,2.27 kg/m2),loop(forEach(slab.direction),greaterThanEqual(sheets.weight,1.14kg /m2)),has(sheets.joint,lap),has(sheets, crossWires),is(crossWires.location, outermost),inBetween(lap.measurement,crossWires),define(crossWires.spacing, x1), greaterThanEqual(lap.measurement, 'x1 + 50 mm'), greaterThanEqual(lap.measurement, 150 mm), greaterThanEqual(lap.measurement, manufacturerRequirement),has(slab, joints), is(joints.type, free), inBetween(slab.dimension,joints),lessThanEqual(slab.dimension,18 m))))",2023-03-23 22:15:15.376618000,5651,"If slabs are on ground and have reinforcing, the reinforcing shall extend to within 75 mm of the outside edge of the slab and the reinforcing shall consist of sheets from welded reinforcing mesh with grade 500E and weight of minimum 2.27kg/m2 and the sheets shall have minimum 1.14 kg/m2 for each direction of the slab, and sheet joints shall be lapped such that the lap measurement is between the outermost cross wires of each fabric sheet and is greater than or equal the spacing of cross wires plus 50 mm, 150 mm, or the manufacturer's requirements. Slabs shall have a maximum dimension of 18 m between free joints.","QUESTIONABLE
sheets?
max out of three values
equal to the greater of one of the following -> greater than equal all of them.
maximum dimension of 18 m -> All dimensions have to be smaller than 18m?","",
571,"Test results for dual pane fracture of laminated glass barriers with stiff interlayers are not applicable to barriers that have narrower glass panes than that tested.","if(and(is(barrier.material, glass), is(glass.type, laminated), define(barrier, and(x0, x1)), define(x0.width, x2), define(x1.width, x3), lessThan(x3, x2), has(x0, interlayer), is(interlayer, stiff), has(x0.dualPaneFracture, testResult))), then(prohibition(to(testResult.application, x1)))",2023-03-23 22:20:26.918981000,5655,"","SKIP

Not expressable?","",
278,"8.1.6 Gutters general; Gutters, downpipes and spreaders, including eaves gutters/spoutings are required for the drainage of roof water.","if(exist(roof)), then(obligation(and(has(roof.drainage,and(gutter,downpipe,spreader)),has(roof.drainage,or(eaveGutter,eaveSpouting)))))",2023-03-17 00:22:38.404104000,4872,"If a ropf exists, the roof drainage shall have gutters, downpipes and spreaders, also the roof drainage shall have eave gutters or eave spoutings.","","",
278,"8.1.6 Gutters general; Gutters, downpipes and spreaders, including eaves gutters/spoutings are required for the drainage of roof water.","if(exist(roof)), then(obligation(and(has(roof.drainage,and(gutter,downpipe,spreader)),has(roof.drainage,or(eaveGutter,eaveSpouting)))))",2023-03-17 00:22:42.385146000,4873,"If a ropf exists, the roof drainage shall have gutters, downpipes and spreaders, also the roof drainage shall have eave gutters or eave spoutings.","","",
279,"8.1.6 Gutters general; Gutters, downpipes and spreaders required for the drainage of roof water shall: a) Be to the minimum dimensions shown in this Acceptable Solution, or calculated to E1/AS1, whichever is the greater.","if(requires(roof.drainage, or(gutter, downpipe, spreader))), then(obligation(and(complyWith(gutter.dimension,nzbc_e1as1),complyWith(downpipe.dimension,nzbc_e1as1),complyWith(spreader.dimension,nzbc_e1as1),complyWith(gutter.dimension,nzbc_e2as1),complyWith(downpipe.dimension,nzbc_e2as1),complyWith(spreader.dimension,nzbc_e2as1))))",2023-03-17 00:24:16.720637000,4874,"If the roof drainage requires gutters, downpipes and spreaders, then the gutters, downpipes and spreaders shall be to the minimum dimensions shown in this Acceptable Solution, or calculated to E1/AS1, whichever is the greater.","","",
279,"8.1.6 Gutters general; Gutters, downpipes and spreaders required for the drainage of roof water shall: a) Be to the minimum dimensions shown in this Acceptable Solution, or calculated to E1/AS1, whichever is the greater.","if(requires(roof.drainage, or(gutter, downpipe, spreader))), then(obligation(and(complyWith(gutter.dimension, or(nzbc_e2as1, nzbc_e1as1)),complyWith(downpipe.dimension, or(nzbc_e2as1, nzbc_e1as1)),complyWith(spreader.dimension, or(nzbc_e2as1, nzbc_e1as1)))))",2023-03-17 00:26:07.360415000,4877,"If the roof drainage requires gutters, downpipes and spreaders, then the gutters, downpipes and spreaders shall complye with the dimensions in E2/AS1 and E1/AS1.","Simplified?","",
740,"b) If a gutter depth is reduced to allow entry of a valley gutter, the reduced depth must be used to calculate the capacity of the gutter.","if(and(has(gutter.depth, reduction), for(reduction, valleyGutter))), then(obligation(and(define(min(gutter.depth), x0),define(gutter.capacity,x1),include(x1.calculation,x0))))",2023-03-17 00:33:39.917114000,4879,"If a gutter depth is reduced to allow entry of a valley gutter, the reduced depth must be used to calculate the capacity of the gutter.","","",
740,"b) If a gutter depth is reduced to allow entry of a valley gutter, the reduced depth must be used to calculate the capacity of the gutter.","if(and(has(gutter.depth, reduction), for(reduction, valleyGutter))), then(obligation(and(has(gutter, capacity),include(capacity.calculation, reduction))))",2023-03-17 00:39:42.051387000,4880,"If a gutter depth has a reduction for a valley gutter, then the calculation of the capacity of the gutter must include the reduction.","","",
740,"b) If a gutter depth is reduced to allow entry of a valley gutter, the reduced depth must be used to calculate the capacity of the gutter.","if(and(has(gutter.depth, reduction), for(reduction, valleyGutter))), then(obligation(and(has(gutter, capacity),exclude(capacity.calculation, reduction))))",2023-03-17 00:40:01.171992000,4882,"If a gutter depth has a reduction for a valley gutter, then the calculation of the capacity of the gutter must exclude the reduction.","QUESTIONABLE","",
747,"d) Eaves gutters/spoutings shall: Be to any of the materials outlined for flashings in Paragraph 4.1 except 4.3.9, 4.3.10 and 4.3.11 e) Have a minimum cross sectional area of 2500 mm2 f) Be designed to overflow water to the outside.","if(has(eave, gutter)), then(obligation(and(asPer(gutter.material,'nzbc_e2as1_4.1'),not(asPer(gutter.material,or('nzbc_e2as1_4.3.9', 'nzbc_e2as1_4.3.10', 'nzbc_e2as1_4.3.11'))),greaterThanEqual(gutter.crossSectionalArea,2500 mm2),has(gutter.design,support),for(support,waterOverflow),is(waterOverflow.direction,outside))))",2023-03-17 01:07:10.592827000,4883,"Eaves gutters shall: Be to any of the materials outlined for flashings in Paragraph 4.1 except 4.3.9, 4.3.10 and 4.3.11 e) Have a minimum cross sectional area of 2500 mm2 f) Be designed to overflow water to the outside.","","",
