"KEY","CODE","DESCRIPTION","TEXT","TITLE","DATATYPE","PROPERTYSET",
"upstreamFloodWaterLevel","UpstreamFloodWaterLevel","Design maximum upstream water level for the lock complex","upstream flood water level","UpstreamFloodWaterLevel","Real","Pset_ShiplockDesignCriteria",
"upstreamMaintenanceWaterLevel","UpstreamMaintenanceWaterLevel","Design maximum upstream water level for the lock complex","upstream maintenance water level","UpstreamMaintenanceWaterLevel","Real","Pset_ShiplockDesignCriteria",
"primaryProductionType","PrimaryProductionType","Primary type of ship production of the facility","primary production type","PrimaryProductionType","String","Pset_ShipyardCommon",
"effectiveChamberSize","EffectiveChamberSize","Volumetric measure defining the effective chamber size for operational and design activities.","effective chamber size","EffectiveChamberSize","Real","Pset_MarinePartChamberCommon",
"packingCareType","PackingCareType","Identifies the predefined types of care that may be required when handling the artefact during a move where:Fragile: artefact may be broken during a move through careless handling.
HandleWithCare: artefact may be damaged during a move through careless handling.","packing care type","PackingCareType","String","Pset_PackingInstructions",
"specialInstructions","SpecialInstructions","Special instructions.","special instructions","SpecialInstructions","String","Pset_PackingInstructions",
"side","Side","Specifies if the width is measured to the RIGHT or to the LEFT of the curve referenced by the placement, or if the same value is applied to BOTH sides.","side","Side","String","Pset_Superelevation",
"superelevation","Superelevation","Specifies the superelevation as a ratio measure (slope) at the location of the event.","superelevation","Superelevation","Real","Pset_Superelevation",
"transitionSuperelevation","TransitionSuperelevation","The type of transition of superelevation from previous event to this one.","transition superelevation","TransitionSuperelevation","String","Pset_Superelevation",
"transitionWidth","TransitionWidth","The type of transition of width used between the previous event and this event.","transition width","TransitionWidth","String","Pset_Width",
"isElectrified","IsElectrified","Indicates whether the track system is electrified or not.","is electrified","IsElectrified","Boolean","Pset_BuiltSystemRailwayLine",
"lineCharacteristic","LineCharacteristic","Indicates the characteristic of the line.","line characteristic","LineCharacteristic","String","Pset_BuiltSystemRailwayLine",
"lineId","LineID","The unique identifier of the line.","line id","LineID","String","Pset_BuiltSystemRailwayLine",
"trackCharacteristic","TrackCharacteristic","Indicates the characteristic of the track.","track characteristic","TrackCharacteristic","String","Pset_BuiltSystemRailwayTrack",
"trackId","TrackID","The unique identification number of the track.","track id","TrackID","String","Pset_BuiltSystemRailwayTrack",
"trackNumber","TrackNumber","Indicates the local identification number of the track.","track number","TrackNumber","String","Pset_BuiltSystemRailwayTrack",
"trackUsage","TrackUsage","The expected primary usage of the track.","track usage","TrackUsage","String","Pset_BuiltSystemRailwayTrack",
"bladesOrientation","BladesOrientation","Orientation of internal blades.","blades orientation","BladesOrientation","String","Pset_ElementAssemblyTypeDilatationPanel",
"dilatationLength","DilatationLength","Length dilatation admitted by the element.","dilatation length","DilatationLength","Real","Pset_ElementAssemblyTypeDilatationPanel",
"expansionDirection","ExpansionDirection","The expansion direction, e.g. single direction, bi-direction","expansion direction","ExpansionDirection","String","Pset_ElementAssemblyTypeDilatationPanel",
"withLightningRod","WithLightningRod","Indicates whether the element is equipped with a lightning rod (TRUE) or not (FALSE).","with lightning rod","WithLightningRod","Boolean","Pset_ElementAssemblyTypeMast",
"loadCapacity","LoadCapacity","Indicates the highest permissible load capacity.","load capacity","LoadCapacity","Real","Pset_ElementAssemblyTypeRigidFrame",
"numberOfTracksCrossed","NumberOfTracksCrossed","Indicates the number of tracks which OCS supporting system crosses.","number of tracks crossed","NumberOfTracksCrossed","Integer","Pset_ElementAssemblyTypeRigidFrame",
"markerType","MarkerType","The type of marker (sign) e.g. stop signal, restriction signal, track circuit tuning zone sign or others specified in PEnum_MarkerType.","marker type","MarkerType","String","Pset_MarkerGeneral",
"numberOfCantilevers","NumberOfCantilevers","Indicates the number of cantilevers in the OCS supporting system.","number of cantilevers","NumberOfCantilevers","Integer","Pset_ElementAssemblyTypeSupportingAssembly",
"typeOfSupportingSystem","TypeOfSupportingSystem","Type of foundation in the OCS supporting system.","type of supporting system","TypeOfSupportingSystem","String","Pset_ElementAssemblyTypeSupportingAssembly",
"cantileverType","CantileverType","Type of cantilever assembly.","cantilever type","CantileverType","String","Pset_ElementAssemblyTypeCantilever",
"contactWireStagger","ContactWireStagger","Lateral displacement of the contact wire to opposite sides of the track centre at successive supports.","contact wire stagger","ContactWireStagger","Real","Pset_ElementAssemblyTypeCantilever",
"systemHeight","SystemHeight","Vertical distance between the main catenary wire and the contact wire measured at a support point.","system height","SystemHeight","Real","Pset_ElementAssemblyTypeCantilever",
"contactWireHeight","ContactWireHeight","Distance from the top of the rail to the lower face of the contact wire, measured perpendicular to the track.","contact wire height","ContactWireHeight","Real","Pset_ElementAssemblyTypeOCSSuspension",
"isSetOnWorkingWire","IsSetOnWorkingWire","Indicates whether the steady device is set on the working wire.","is set on working wire","IsSetOnWorkingWire","Boolean","Pset_ElementAssemblyTypeSteadyDevice",
"steadyDeviceType","SteadyDeviceType","Type of Steady Device: To indicate the mode of registration.","steady device type","SteadyDeviceType","String","Pset_ElementAssemblyTypeSteadyDevice",
"isAccessibleByVehicle","IsAccessibleByVehicle","Indicates whether the element is accessible by a vehicle or not.","is accessible by vehicle","IsAccessibleByVehicle","Boolean","Pset_ElementAssemblyTypeTrackPanel",
"branchLineDirection","BranchLineDirection","Describes the direction associated to the branch line of the turnout (deviated branch).","branch line direction","BranchLineDirection","String","Pset_ElementAssemblyTypeTurnoutPanel",
"isSharedTurnout","IsSharedTurnout","Indicates if the turnout makes a connection to another infrastructure owner (for sharing costs).","is shared turnout","IsSharedTurnout","Boolean","Pset_ElementAssemblyTypeTurnoutPanel",
"maximumSpeedLimitOfDivergingLine","MaximumSpeedLimitOfDivergingLine","Maximum speed for diverging line that corresponds to the type of turnout and design constraints.","maximum speed limit of diverging line","MaximumSpeedLimitOfDivergingLine","Real","Pset_ElementAssemblyTypeTurnoutPanel",
"turnoutCurvedRadius","TurnoutCurvedRadius","If turnout is curved, the main branch radius of curvature.","turnout curved radius","TurnoutCurvedRadius","Real","Pset_ElementAssemblyTypeTurnoutPanel",
"turnoutHeaterType","TurnoutHeaterType","Defines the kind of turnout heater installed.","turnout heater type","TurnoutHeaterType","String","Pset_ElementAssemblyTypeTurnoutPanel",
"turnoutPointMachineCount","TurnoutPointMachineCount","Count of point machines inside turnout panel.","turnout point machine count","TurnoutPointMachineCount","Integer","Pset_ElementAssemblyTypeTurnoutPanel",
"typeOfCurvedTurnout","TypeOfCurvedTurnout","Turnouts that are positioned in the curved part of the alignment.","type of curved turnout","TypeOfCurvedTurnout","String","Pset_ElementAssemblyTypeTurnoutPanel",
"typeOfDrivingDevice","TypeOfDrivingDevice","Type of the driving device used for the turnout.","type of driving device","TypeOfDrivingDevice","String","Pset_ElementAssemblyTypeTurnoutPanel",
"typeOfJunction","TypeOfJunction","The turnout part of the continuous welded rail.","type of junction","TypeOfJunction","String","Pset_ElementAssemblyTypeTurnoutPanel",
"typeOfTurnout","TypeOfTurnout","Type of turnout.","type of turnout","TypeOfTurnout","String","Pset_ElementAssemblyTypeTurnoutPanel",
"hasRailDrainage","HasRailDrainage","Indicates whether there is rail drainage or not.","has rail drainage","HasRailDrainage","Boolean","Pset_RailwayLevelCrossing",
"isExceptionalTransportRoute","IsExceptionalTransportRoute","Indicates whether the route is suitable for exceptional transport (load, structure gauge, road),","is exceptional transport route","IsExceptionalTransportRoute","Boolean","Pset_RailwayLevelCrossing",
"isPrivateOwner","IsPrivateOwner","Indicates if the owner of the crossed road is private or not.","is private owner","IsPrivateOwner","Boolean","Pset_RailwayLevelCrossing",
"isSecuredBySignalingSystem","IsSecuredBySignalingSystem","Indicates whether the level crossing is secured by a signalling system or not.","is secured by signaling system","IsSecuredBySignalingSystem","Boolean","Pset_RailwayLevelCrossing",
"permissiblePavementLoad","PermissiblePavementLoad","Permissible traffic load on the pavement.","permissible pavement load","PermissiblePavementLoad","Real","Pset_RailwayLevelCrossing",
"botanicalName","BotanicalName","Formal scientific name conforming to the International Code of Nomenclature for algae, fungi, and plants (ICN)","botanical name","BotanicalName","String","Pset_VegetationCommon",
"localName","LocalName","The local name that the plant is known as.","local name","LocalName","String","Pset_VegetationCommon",
"brakingLength","BrakingLength","Length of the braking distance as a design parameter of the bumper occurrence.","braking length","BrakingLength","Real","Pset_ImpactProtectionDeviceOccurrenceBumper",
"bumperOrientation","BumperOrientation","Direction in which the bumper is aligned, e.g. same direction as increasing stationing values or opposite.","bumper orientation","BumperOrientation","String","Pset_ImpactProtectionDeviceOccurrenceBumper",
"isRemovableBumper","IsRemovableBumper","Indicates if the bumper is removable or not.","is removable bumper","IsRemovableBumper","Boolean","Pset_ImpactProtectionDeviceOccurrenceBumper",
"energyAbsorption","EnergyAbsorption","Energy absorption capacity of the element.","energy absorption","EnergyAbsorption","Real","Pset_ImpactProtectionDeviceTypeBumper",
"isAbsorbingEnergy","IsAbsorbingEnergy","Indicates whether the bumper absorbs energy or not.","is absorbing energy","IsAbsorbingEnergy","Boolean","Pset_ImpactProtectionDeviceTypeBumper",
"percentShared","PercentShared","Percent of costs paid by the other infrastructure owner.","percent shared","PercentShared","Real","Pset_ElementAssemblyTypeTurnoutPanel",
"trackElementOrientation","TrackElementOrientation","Turnout panels can be placed in 2 mirror-symmetric directions in the field. To distinguish both ends of the turnout panel, a definition of an orientation system with respect to the panel is necessary. The orientation defines, if the panel is oriented in a way or opposite with respect to the direction of the alignment/stationing.","track element orientation","TrackElementOrientation","String","Pset_ElementAssemblyTypeTurnoutPanel",
"trackGaugeLength","TrackGaugeLength","Basic track gauge of permanent way.","track gauge length","TrackGaugeLength","Real","Pset_ElementAssemblyTypeTurnoutPanel",
"maximumLoadRetention","MaximumLoadRetention","Maximum possible impact load retention.","maximum load retention","MaximumLoadRetention","Real","Pset_ImpactProtectionDeviceTypeBumper",
"coefficientOfFriction","CoefficientOfFriction","Coefficient of friction value for the fender","coefficient of friction","CoefficientOfFriction","Real","Pset_FenderCommon",
"energyAbsorptionTolerance","EnergyAbsorptionTolerance","Manufacturing tolerance on energy absorption","energy absorption tolerance","EnergyAbsorptionTolerance","Real","Pset_FenderCommon",
"fenderType","FenderType","The type of fender","fender type","FenderType","String","Pset_FenderCommon",
"maximumTemperatureFactor","MaximumTemperatureFactor","Deviation in performance due to maximum design temperature","maximum temperature factor","MaximumTemperatureFactor","Real","Pset_FenderCommon",
"maxReaction","MaxReaction","Maximum reaction from the element","max reaction","MaxReaction","Real","Pset_FenderCommon",
"maxReactionTolerance","MaxReactionTolerance","Manufacturing tolerance on maximum reaction at fender support.","max reaction tolerance","MaxReactionTolerance","Real","Pset_FenderCommon",
"minimumTemperatureFactor","MinimumTemperatureFactor","Deviation in performance due to minimum design temperature","minimum temperature factor","MinimumTemperatureFactor","Real","Pset_FenderCommon",
"velocityFactorEnergy","VelocityFactorEnergy","Deviation in energy absorption performance due to strain rate","velocity factor energy","VelocityFactorEnergy","Real","Pset_FenderCommon",
"velocityFactorReaction","VelocityFactorReaction","Deviation in reaction due to strain rate","velocity factor reaction","VelocityFactorReaction","Real","Pset_FenderCommon",
"abnormalBerthingFactor","AbnormalBerthingFactor","Risk assessed safety factor","abnormal berthing factor","AbnormalBerthingFactor","Real","Pset_BerthCommon",
"berthingAngle","BerthingAngle","Angle of approach for the vessel to the berth","berthing angle","BerthingAngle","Real","Pset_BerthCommon",
"berthingVelocity","BerthingVelocity","Velocity of the vessel as it berths","berthing velocity","BerthingVelocity","Real","Pset_BerthCommon",
"berthMode","BerthMode","Orientation of vessel as it approaches berth","berth mode","BerthMode","String","Pset_BerthCommon",
"addedMassCoefficientMethod","AddedMassCoefficientMethod","Method used to determine the Added Mass Coefficient used for design","added mass coefficient method","AddedMassCoefficientMethod","String","Pset_FenderDesignCriteria",
"minCompressedFenderHeight","MinCompressedFenderHeight","Minimum height required for a compressed fender to prevent vessels striking the structure","min compressed fender height","MinCompressedFenderHeight","Real","Pset_FenderDesignCriteria",
"isAisle","IsAisle","Indicates that this parking zone is for accessing the parking units, i.e. an aisle (TRUE) and not a parking unit itself (FALSE)","is aisle","IsAisle","Boolean","Pset_SpaceParking",
"isOneWay","IsOneWay","Indicates whether the parking aisle is designed for oneway traffic (TRUE) or twoway traffic (FALSE). Should only be provided if the property IsAisle is set to TRUE.","is one way","IsOneWay","Boolean","Pset_SpaceParking",
"parkingUnits","ParkingUnits","Indicates the number of transportation units of the type specified by the property ParkingUse that may be accommodated within the space. Generally, this value should default to 1 unit. However, where the parking space is for motorcycles or bicycles, provision may be made for more than one unit in the space.","parking units","ParkingUnits","Integer","Pset_SpaceParking",
"parkingUse","ParkingUse","Identifies the type of transportation for which the parking space is designed. Values are not predefined but might include car, compact car, motorcycle, bicycle, truck, bus etc.","parking use","ParkingUse","String","Pset_SpaceParking",
"clearHeight","ClearHeight","Clear height of the object (elevator).
The shape information is provided in addition to the shape representation and the geometric parameters used within. In cases of inconsistency between the geometric parameters and the shape properties, provided in the attached property, the geometric parameters take precedence.","clear height","ClearHeight","Real","Pset_TransportElementElevator",
"fireFightingLift","FireFightingLift","Indication whether the elevator is designed to serve as a fire fighting lift the case of fire (TRUE) or not (FALSE). A fire fighting lift is used by fire fighters to access the location of fire and to evacuate people.","fire fighting lift","FireFightingLift","Boolean","Pset_TransportElementElevator",
"additionalProcessing","AdditionalProcessing","Any additional or special processing requirements on the associated cargo.","additional processing","AdditionalProcessing","String","Pset_CargoCommon",
"berthApproach","BerthApproach","How the vessel approaches the berth","berth approach","BerthApproach","String","Pset_BerthCommon",
"processDirection","ProcessDirection","The direction of flow of the cargo within the process.","process direction","ProcessDirection","String","Pset_CargoCommon",
"maintenanceDowntime","MaintenanceDowntime","Maintenance downtime proportion.","maintenance downtime","MaintenanceDowntime","Real","Pset_VehicleAvailability",
"vehicleAvailability","VehicleAvailability","Vehicle or Plant availability","vehicle availability","VehicleAvailability","Real","Pset_VehicleAvailability",
"weatherDowntime","WeatherDowntime","Weather downtime proportion","weather downtime","WeatherDowntime","Real","Pset_VehicleAvailability",
"aboveDeckProjectedWindEnd","AboveDeckProjectedWindEnd","End on projected windage area above the main deck","above deck projected wind end","AboveDeckProjectedWindEnd","Real","Pset_MarineVehicleCommon",
"aboveDeckProjectedWindSide","AboveDeckProjectedWindSide","Side on projected windage area above the main deck","above deck projected wind side","AboveDeckProjectedWindSide","Real","Pset_MarineVehicleCommon",
"cargoDeadWeight","CargoDeadWeight","Weight of (bulk) cargo carried","cargo dead weight","CargoDeadWeight","Real","Pset_MarineVehicleCommon",
"displacement","Displacement","Weight of water displaced by the vessel","displacement","Displacement","Real","Pset_MarineVehicleCommon",
"laneMeters","LaneMeters","Length of lanes accommodating vehicles on roll-on, roll-off vessels","lane meters","LaneMeters","Real","Pset_MarineVehicleCommon",
"lengthBetweenPerpendiculars","LengthBetweenPerpendiculars","Length of vessel from rudder shaft to crossing point of the bow and the loaded waterline.","length between perpendiculars","LengthBetweenPerpendiculars","Real","Pset_MarineVehicleCommon",
"vesselDepth","VesselDepth","Depth of the vessel from the main deck to the keel.","vessel depth","VesselDepth","Real","Pset_MarineVehicleCommon",
"vesselDraft","VesselDraft","Depth of vessel from the waterline to the keel (LightShip, Ballasted, Maximum)","vessel draft","VesselDraft","Real","Pset_MarineVehicleCommon",
"allowableHullPressure","AllowableHullPressure","Allowable contact pressure between fender and hull","allowable hull pressure","AllowableHullPressure","Real","Pset_MarineVehicleDesignCriteria",
"softnessCoefficient","SoftnessCoefficient","Vessel flexibility factor - proportion of impact energy absorbed by the hull.","softness coefficient","SoftnessCoefficient","Real","Pset_MarineVehicleDesignCriteria",
"system","System","he building service system that requires the provision for voids, e.g. 'Air Conditioning', 'Plumbing', 'Electro', etc.","system","System","String","Pset_ProvisionForVoid",
"voidShape","VoidShape","The shape form of the provision for void, the minimum set of agreed values includes 'Rectangle', 'Round', and 'Undefined'.","void shape","VoidShape","String","Pset_ProvisionForVoid",
"bladeRadius","BladeRadius","The radius of the blade bend defined as design parameter.","blade radius","BladeRadius","Real","Pset_RailTypeBlade",
"isArticulatedBlade","IsArticulatedBlade","Indicates whether the blade is articulated or not.","is articulated blade","IsArticulatedBlade","Boolean","Pset_RailTypeBlade",
"isFallbackBlade","IsFallbackBlade","Indicates whether the blade always returns to the same position as a trailable turnout or not.","is fallback blade","IsFallbackBlade","Boolean","Pset_RailTypeBlade",
"checkRailType","CheckRailType","Type of the check rail. Check rail types enumerated in this property are defined based on EN 13674.","check rail type","CheckRailType","String","Pset_RailTypeCheckRail",
"guardRailConnection","GuardRailConnection","Indicates how the guard rail is connected along its length, when the fasteners are not explicitly modelled.","guard rail connection","GuardRailConnection","String","Pset_RailTypeGuardRail",
"guardRailType","GuardRailType","Type of the guard rail.","guard rail type","GuardRailType","String","Pset_RailTypeGuardRail",
"positionInTrack","PositionInTrack","Indicates the relative position of the element in track, which lies to the left or right as facing in the direction of increasing stationing values.","position in track","PositionInTrack","String","Pset_RailTypeGuardRail",
"drillOnRail","DrillOnRail","Indicates if the manufactured rail is drilled at its extremities or not. It can have holes on one, both or none of its extremities.","drill on rail","DrillOnRail","String","Pset_RailTypeRail",
"isStainless","IsStainless","Indicates whether the rail is stainless or not.","is stainless","IsStainless","Boolean","Pset_RailTypeRail",
"minimumTensileStrength","MinimumTensileStrength","Indicates the minimum tensile strength.","minimum tensile strength","MinimumTensileStrength","Real","Pset_RailTypeRail",
"railCondition","RailCondition","Assessment of the condition of the rail at point of installation.","rail condition","RailCondition","String","Pset_RailTypeRail",
"railDeliveryState","RailDeliveryState","The delivery state of rail, which indicates the final treatment at the end in manufacturing.","rail delivery state","RailDeliveryState","String","Pset_RailTypeRail",
"railElementaryLength","RailElementaryLength","The standardised length of rail supplied from the manufacturer.","rail elementary length","RailElementaryLength","String","Pset_RailTypeRail",
"stockRailRadius","StockRailRadius","The radius of the stock rail bend defined as design parameter.","stock rail radius","StockRailRadius","Real","Pset_RailTypeStockRail",
"hasBallastTrack","HasBallastTrack","Indicates whether the track has ballast or not.","has ballast track","HasBallastTrack","Boolean","Pset_RailwayTrackStructurePart",
"hasCwr","HasCWR","Indicates if the track has continuous welded rails.","has cwr","HasCWR","Boolean","Pset_RailwayTrackStructurePart",
"isSunExposed","IsSunExposed","Indicates if the object is in exposed position to sunshine.","is sun exposed","IsSunExposed","Boolean","Pset_RailwayTrackStructurePart",
"trackSupportingStructure","TrackSupportingStructure","Indicates the supporting structure for track part.","track supporting structure","TrackSupportingStructure","String","Pset_RailwayTrackStructurePart",
"appliedLineLoad","AppliedLineLoad","The load of line where the derailer is installed. It is a design parameter and is defined by mass per length.","applied line load","AppliedLineLoad","Real","Pset_TrackElementTypeDerailer",
"derailmentHeight","DerailmentHeight","Height of derailment block when derailer in protection state.","derailment height","DerailmentHeight","Real","Pset_TrackElementTypeDerailer",
"derailmentMaximumSpeedLimit","DerailmentMaximumSpeedLimit","Indicates the maximum allowable train speed for the derailer.","derailment maximum speed limit","DerailmentMaximumSpeedLimit","Real","Pset_TrackElementTypeDerailer",
"derailmentWheelDiameter","DerailmentWheelDiameter","Indicates the wheel diameter requirement for the derailer.","derailment wheel diameter","DerailmentWheelDiameter","Real","Pset_TrackElementTypeDerailer",
"hasSpecialEquipment","HasSpecialEquipment","Indicates whether the sleeper has any special equipment for fastening components (e.g. Balise, signum magnet) or not.","has special equipment","HasSpecialEquipment","Boolean","Pset_TrackElementOccurrenceSleeper",
"isContaminatedSleeper","IsContaminatedSleeper","Indicates whether the sleeper is contaminated and requires special disposal or not.","is contaminated sleeper","IsContaminatedSleeper","Boolean","Pset_TrackElementOccurrenceSleeper",
"sequenceInTrackPanel","SequenceInTrackPanel","Sequence of the sleeper within the track panel.","sequence in track panel","SequenceInTrackPanel","Integer","Pset_TrackElementOccurrenceSleeper",
"underSleeperPadStiffness","UnderSleeperPadStiffness","Indicates the stiffness of the under-sleeper pad as design reference for the sleeper.","under sleeper pad stiffness","UnderSleeperPadStiffness","String","Pset_TrackElementOccurrenceSleeper",
"fasteningType","FasteningType","Indicates the type of fastening used to generate traction between the foot of the rail and the sleeper. It depends on but is not uniquely identified by the type of sleeper. This property shall only be used when sleeper fastening is not modelled as an element.","fastening type","FasteningType","String","Pset_TrackElementTypeSleeper",
"hollowSleeperUsage","HollowSleeperUsage","Indicates the purpose of using hollow sleeper. The possible value can be eg. cable trenching, protection of turnout mechanism, etc.","hollow sleeper usage","HollowSleeperUsage","String","Pset_TrackElementTypeSleeper",
"installedCondition","InstalledCondition","Assessment of the condition of the element at point of installation.","installed condition","InstalledCondition","String","Pset_TrackElementTypeSleeper",
"isElectricallyInsulated","IsElectricallyInsulated","Indicates whether the sleeper is electrically insulated due to its design or the running rails or not.","is electrically insulated","IsElectricallyInsulated","Boolean","Pset_TrackElementTypeSleeper",
"isHollowSleeper","IsHollowSleeper","Indicates whether the sleeper is hollowed or not.","is hollow sleeper","IsHollowSleeper","Boolean","Pset_TrackElementTypeSleeper",
"numberOfTrackCenters","NumberOfTrackCenters","Indicates the number of track centers running over the sleepers.","number of track centers","NumberOfTrackCenters","Integer","Pset_TrackElementTypeSleeper",
"sleeperType","SleeperType","Indicates the sleeper type.","sleeper type","SleeperType","String","Pset_TrackElementTypeSleeper",
"hasAntiStaticSurface","HasAntiStaticSurface","Indication whether the surface finish is designed to prevent electrostatic charge (TRUE) or not (FALSE).","has anti static surface","HasAntiStaticSurface","Boolean","Pset_CoveringFlooring",
"nominalTransverseInclination","NominalTransverseInclination","Required nominal angle of transverse slope.","nominal transverse inclination","NominalTransverseInclination","Real","Pset_CoveringTypeMembrane",
"ticketProcessingTime","TicketProcessingTime","Indicates the processing time of a ticket.","ticket processing time","TicketProcessingTime","Real","Pset_TicketProcessing",
"isBidirectional","IsBidirectional","Indicates whether the turnstile is bidirectional.","is bidirectional","IsBidirectional","Boolean","Pset_DoorTypeTurnstile",
"narrowChannelWidth","NarrowChannelWidth","Indicates the width of the narrow channel.","narrow channel width","NarrowChannelWidth","Real","Pset_DoorTypeTurnstile",
"turnstileType","TurnstileType","Indicates the type of turnstile gate.","turnstile type","TurnstileType","String","Pset_DoorTypeTurnstile",
"wideChannelWidth","WideChannelWidth","Indicates the width of the wide channel.","wide channel width","WideChannelWidth","Real","Pset_DoorTypeTurnstile",
"hasLightningRod","HasLightningRod","Indicates whether the element is equipped with a lightning rod (TRUE) or not (FALSE).","has lightning rod","HasLightningRod","Boolean","Pset_MemberTypeAnchoringBar",
"mechanicalStressType","MechanicalStressType","Indicates which type of stress is applied to the element.","mechanical stress type","MechanicalStressType","String","Pset_MemberTypeAnchoringBar",
"conicityRatio","ConicityRatio","The ratio of the diameter of the cone bottom surface to the height of the pole.","conicity ratio","ConicityRatio","Real","Pset_MemberTypePost",
"catenaryStayType","CatenaryStayType","Indicates the type of catenary stay used.","catenary stay type","CatenaryStayType","String","Pset_MemberTypeCatenaryStay",
"isTemporaryInstallation","IsTemporaryInstallation","Indicates whether the installation (in the construction stage) is permanent (TRUE) or temporary (FALSE)","is temporary installation","IsTemporaryInstallation","Boolean","Pset_MemberTypeTieBar",
"isMoveable","IsMoveable","True if element is moveable.","is moveable","IsMoveable","Boolean","Pset_RoadGuardElement",
"isTerminal","IsTerminal","True if element is a terminal. See class Terminal.","is terminal","IsTerminal","Boolean","Pset_RoadGuardElement",
"isTransition","IsTransition","True if element is a transition. See class Transition.","is transition","IsTransition","Boolean","Pset_RoadGuardElement",
"terminalType","TerminalType","Specifies the kind of terminal if IsTerminal is true.","terminal type","TerminalType","String","Pset_RoadGuardElement",
"isSurfaceGalling","IsSurfaceGalling","Indicates whether the surface is galling or not.","is surface galling","IsSurfaceGalling","Boolean","Pset_TrackBase",
"surfaceGallingArea","SurfaceGallingArea","The galling area of the object surface.","surface galling area","SurfaceGallingArea","Real","Pset_TrackBase",
"jointRelativePosition","JointRelativePosition","Indicates the relative position of the joint, which lies in the left or right rail or in the middle, or in combination. The left rail is to the left as facing in the direction of increasing stationing values, and the right rail is to the right.","joint relative position","JointRelativePosition","String","Pset_CessBetweenRails",
"usagePurpose","UsagePurpose","The purpose of usage of the cess between rails, e.g. maintenance, rescue services.","usage purpose","UsagePurpose","String","Pset_CessBetweenRails",
"hasDrainage","HasDrainage","Indicates whether the infrastructure element has drainage embedded or not.","has drainage","HasDrainage","Boolean","Pset_EmbeddedTrack",
"permissibleRoadLoad","PermissibleRoadLoad","Permissible traffic load for the road design.","permissible road load","PermissibleRoadLoad","Real","Pset_EmbeddedTrack",
"accessCoverLoadRating","AccessCoverLoadRating","The load rating of the access cover (which may be a value or an alphanumerically defined class rating).","access cover load rating","AccessCoverLoadRating","String","Pset_DistributionChamberElementTypeFormedDuct",
"baseThickness","BaseThickness","The thickness of the base construction, assumed to be constructed at a single thickness.","base thickness","BaseThickness","Real","Pset_DistributionChamberElementTypeFormedDuct",
"cableDuctOccupancyRatio","CableDuctOccupancyRatio","Indicates the ratio between the number of cables in the duct and the maximum number of cables that the duct can contain.","cable duct occupancy ratio","CableDuctOccupancyRatio","Real","Pset_DistributionChamberElementTypeFormedDuct",
"wallThickness","WallThickness","The thickness of the wall construction.
NOTE: It is assumed that walls will be constructed at a single thickness.","wall thickness","WallThickness","Real","Pset_DistributionChamberElementTypeFormedDuct",
"accessLengthOrRadius","AccessLengthOrRadius","The length of the chamber access cover or, where the plan shape of the cover is circular, the radius.","access length or radius","AccessLengthOrRadius","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"nominalInstallationDepth","NominalInstallationDepth","Nominal installation depth underground.","nominal installation depth","NominalInstallationDepth","Real","Pset_CoveringTypeMembrane",
"accessWidth","AccessWidth","The width of the chamber access cover where the plan shape of the cover is not circular.","access width","AccessWidth","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"chamberLengthOrRadius","ChamberLengthOrRadius","Length or, in the event of the shape being circular in plan, the radius of the chamber.","chamber length or radius","ChamberLengthOrRadius","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"chamberWidth","ChamberWidth","Width, in the event of the shape being non circular in plan.","chamber width","ChamberWidth","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"inspectionChamberInvertLevel","InspectionChamberInvertLevel","Level of the lowest part of the cross section as measured from ground level.","inspection chamber invert level","InspectionChamberInvertLevel","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"soffitLevel","SoffitLevel","Level of the highest internal part of the cross section as measured from ground level.","soffit level","SoffitLevel","Real","Pset_DistributionChamberElementTypeInspectionChamber",
"withBackdrop","WithBackdrop","Indicates whether the chamber has a backdrop or tumbling bay (TRUE) or not (FALSE).","with backdrop","WithBackdrop","Boolean","Pset_DistributionChamberElementTypeInspectionChamber",
"hasSteps","HasSteps","Indicates whether the chamber has steps (TRUE) or not (FALSE).","has steps","HasSteps","Boolean","Pset_DistributionChamberElementTypeManhole",
"invertLevel","InvertLevel","Level of the lowest part of the cross section as measured from ground level.","invert level","InvertLevel","Real","Pset_DistributionChamberElementTypeManhole",
"isAccessibleOnFoot","IsAccessibleOnFoot","Indicates whether the element is accessible on foot (TRUE) or not (FALSE).","is accessible on foot","IsAccessibleOnFoot","Boolean","Pset_DistributionChamberElementTypeManhole",
"isLocked","IsLocked","Indicates whether the element is locked (TRUE) or not (FALSE).","is locked","IsLocked","Boolean","Pset_DistributionChamberElementTypeManhole",
"isShallow","IsShallow","Indicates whether the chamber has been designed as being shallow (TRUE) or deep (FALSE).","is shallow","IsShallow","Boolean","Pset_DistributionChamberElementTypeManhole",
"numberOfCableEntries","NumberOfCableEntries","Indicates the number of cable entries in the manhole.","number of cable entries","NumberOfCableEntries","Integer","Pset_DistributionChamberElementTypeManhole",
"numberOfManholeCovers","NumberOfManholeCovers","Indicates the number of manhole covers.","number of manhole covers","NumberOfManholeCovers","Integer","Pset_DistributionChamberElementTypeManhole",
